MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60.0,RL,111,16259.0,Pave,NA,Reg,Lvl,AllPub,Corner,,NridgHt,Norm,Norm,1Fam,2Story,,5.0,2006.0,2006.0,Gable,,VinylSd,,Stone,370,TA,TA,PConc,Ex,Gd,Av,,,,0.0,1249.0,1249.0,GasA,Ex,Y,,1249.0,1347.0,,2596.0,0.0,0.0,3.0,1.0,4.0,1.0,,9.0,Typ,0.0,NA,,2006,RFn,3.0,840.0,,TA,,240.0,154.0,0.0,0.0,0.0,,,NA,,0.0,9.0,2006.0,New,Partial,342643
60.0,RL,70,8462.0,Pave,NA,,,AllPub,,Gtl,SawyerW,Norm,Norm,,2Story,,5.0,1994.0,1994.0,Gable,CompShg,HdBoard,,BrkFace,105,,Gd,,Gd,,No,,814.0,Unf,0.0,,,GasA,,Y,SBrkr,936.0,785.0,0.0,1721.0,0.0,1.0,,,3.0,1.0,Gd,7.0,Typ,0.0,NA,Attchd,1994,RFn,2.0,471.0,TA,TA,Y,300.0,87.0,0.0,0.0,0.0,0.0,NA,,NA,0.0,7.0,2007.0,WD,,201000
20.0,RL,75,10084.0,,,Reg,Lvl,,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8.0,5.0,2004.0,2005.0,Gable,CompShg,VinylSd,,Stone,186,Gd,TA,PConc,Ex,TA,Av,,1369.0,Unf,0.0,317.0,,GasA,,Y,,1694.0,0.0,0.0,1694.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,,1.0,Gd,Attchd,,RFn,2.0,636.0,TA,TA,Y,255.0,57.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,,,WD,,307000
20.0,RL,100,10175.0,,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,,1964.0,,Gable,,,Plywood,BrkFace,272,,TA,CBlock,TA,TA,,BLQ,490.0,Unf,0.0,935.0,1425.0,,Gd,Y,,1425.0,0.0,0.0,1425.0,,0.0,,0.0,,1.0,TA,,Typ,1.0,Gd,,1964,RFn,,576.0,TA,,Y,,0.0,0.0,407.0,,0.0,NA,NA,,0.0,7.0,2008.0,WD,Normal,180500
,RL,65,,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,,Norm,Norm,1Fam,1Story,6.0,8.0,1969.0,1969.0,Gable,CompShg,HdBoard,,None,,,,,Gd,,No,,602.0,LwQ,438.0,14.0,1054.0,GasA,,Y,SBrkr,1054.0,0.0,,1054.0,1.0,,1.0,1.0,3.0,1.0,TA,6.0,,0.0,NA,Attchd,,Unf,2.0,460.0,TA,,Y,180.0,0.0,,0.0,,,,,NA,0.0,7.0,2008.0,WD,Normal,151000
160.0,RM,,,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,,Norm,Norm,Twnhs,,6.0,5.0,,,Gable,CompShg,HdBoard,HdBoard,BrkFace,232,TA,TA,CBlock,TA,TA,No,ALQ,,,0.0,96.0,483.0,GasA,TA,,,,504.0,0.0,987.0,,0.0,,,2.0,1.0,TA,,Typ,0.0,NA,,1971,Unf,1.0,,,TA,Y,0.0,0.0,,0.0,0.0,0.0,NA,NA,NA,0.0,,2008.0,COD,Abnorml,85400
120.0,RM,37,4435.0,Pave,NA,Reg,Lvl,AllPub,,Gtl,CollgCr,Norm,,TwnhsE,,6.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,,169,,TA,PConc,Gd,TA,,GLQ,,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,,Gd,3.0,Typ,1.0,Gd,Attchd,2004,RFn,2.0,420.0,TA,,Y,140.0,0.0,0.0,0.0,0.0,0.0,NA,,NA,,5.0,2006.0,WD,Normal,155900
20.0,,86,11210.0,Pave,NA,IR1,Lvl,,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,,,Gable,,VinylSd,VinylSd,BrkFace,,,TA,PConc,Gd,,Av,GLQ,,Unf,0.0,1594.0,1614.0,,,Y,SBrkr,1614.0,0.0,,1614.0,0.0,0.0,2.0,,3.0,1.0,Gd,,Typ,,NA,Attchd,2005,RFn,3.0,865.0,TA,TA,Y,144.0,59.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2006.0,New,Partial,221500
20.0,,NA,11250.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6.0,,1977.0,1977.0,,,,Plywood,None,0,Gd,TA,CBlock,Gd,TA,No,ALQ,767.0,Unf,,441.0,1208.0,GasA,TA,Y,SBrkr,1208.0,0.0,,,,0.0,1.0,,3.0,1.0,,6.0,Typ,1.0,TA,Attchd,1977,RFn,2.0,546.0,TA,TA,Y,198.0,42.0,0.0,0.0,,0.0,NA,,NA,,6.0,,WD,,165000
20.0,,,8700.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1963.0,,Hip,CompShg,,,BrkFace,148,TA,,,TA,TA,Mn,ALQ,776.0,Unf,,,1120.0,GasA,Gd,Y,,1128.0,,0.0,1128.0,,0.0,,0.0,3.0,,,,,0.0,NA,Attchd,,RFn,2.0,525.0,TA,TA,Y,192.0,20.0,123.0,0.0,0.0,0.0,NA,MnPrv,NA,,12.0,2008.0,WD,,155000
,,,9937.0,,NA,Reg,Lvl,AllPub,Corner,,Edwards,,Norm,1Fam,,5.0,,1964.0,1999.0,Hip,,MetalSd,MetalSd,None,0,TA,Gd,PConc,TA,TA,No,BLQ,637.0,Unf,,,,GasA,Ex,Y,,1486.0,0.0,0.0,1486.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,,Typ,0.0,NA,Detchd,1968,Fin,,,TA,TA,,0.0,0.0,0.0,0.0,,0.0,NA,MnPrv,NA,0.0,3.0,2009.0,,,167000
,RL,75,9750.0,Pave,NA,Reg,Lvl,AllPub,Inside,,NAmes,,Norm,,SLvl,5.0,5.0,1967.0,,Gable,CompShg,VinylSd,VinylSd,,0,,TA,PConc,TA,TA,,ALQ,400.0,Rec,480.0,100.0,,GasA,Gd,Y,SBrkr,980.0,0.0,0.0,980.0,0.0,0.0,2.0,0.0,3.0,1.0,,6.0,Typ,0.0,,Attchd,,Fin,1.0,,TA,TA,Y,68.0,0.0,0.0,,0.0,0.0,,NA,NA,,10.0,2006.0,WD,Normal,135500
70.0,RM,60,,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,,1Fam,2Story,6.0,7.0,1910.0,1993.0,,CompShg,VinylSd,VinylSd,,,TA,TA,CBlock,,TA,No,,0.0,Unf,0.0,684.0,684.0,GasA,,N,FuseA,684.0,684.0,0.0,,0.0,0.0,,,3.0,1.0,,7.0,,,NA,Detchd,,Unf,1.0,216.0,TA,Fa,N,0.0,,,0.0,0.0,0.0,NA,NA,NA,,10.0,2006.0,WD,Normal,114504
90.0,RL,91,11643.0,,,Reg,Lvl,,Inside,Gtl,NAmes,Artery,Norm,Duplex,2Story,5.0,,,1969.0,Gable,,,MetalSd,BrkFace,368,TA,,CBlock,TA,TA,No,LwQ,500.0,Unf,0.0,748.0,1248.0,,TA,Y,SBrkr,,1296.0,0.0,2634.0,1.0,1.0,,2.0,6.0,2.0,TA,12.0,,0.0,NA,Detchd,1969,,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8.0,2009.0,,Normal,200000
20.0,RL,NA,8544.0,Pave,NA,,Lvl,AllPub,CulDSac,,Sawyer,Norm,Norm,1Fam,,5.0,6.0,,2006.0,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,,1228.0,1228.0,GasA,,Y,SBrkr,1228.0,0.0,,,,0.0,,,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,1966,,1.0,,TA,TA,Y,0.0,65.0,0.0,0.0,0.0,,NA,MnPrv,,,6.0,2008.0,WD,,149350
80.0,RL,NA,8530.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7.0,5.0,1995.0,1996.0,,,HdBoard,HdBoard,BrkFace,22,TA,,PConc,Gd,,No,Unf,0.0,,,384.0,384.0,GasA,Gd,Y,SBrkr,804.0,670.0,0.0,1474.0,,0.0,2.0,1.0,3.0,1.0,TA,7.0,,,TA,BuiltIn,1995,Fin,2.0,400.0,,TA,Y,,72.0,0.0,0.0,0.0,0.0,NA,NA,Shed,700.0,5.0,,,,168500
,RL,80,12984.0,Pave,NA,Reg,Bnk,,,Gtl,,,Norm,1Fam,1Story,,,1977.0,,Gable,CompShg,,Plywood,,459,TA,TA,CBlock,Gd,TA,Mn,ALQ,1283.0,LwQ,147.0,0.0,,GasA,Ex,Y,,1647.0,0.0,0.0,,1.0,0.0,,,3.0,1.0,Gd,7.0,Typ,,TA,Attchd,1977,Fin,2.0,,TA,TA,Y,,0.0,0.0,0.0,0.0,,NA,NA,NA,0.0,3.0,2006.0,WD,Normal,217500
20.0,RL,NA,,,NA,IR1,Lvl,AllPub,,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,7.0,1966.0,1966.0,Gable,CompShg,,HdBoard,BrkCmn,41,TA,TA,PConc,TA,TA,No,Unf,,Unf,,876.0,876.0,GasA,TA,Y,SBrkr,904.0,0.0,0.0,904.0,0.0,0.0,1.0,0.0,3.0,,TA,6.0,Typ,0.0,,Attchd,1966,Unf,1.0,408.0,TA,,Y,0.0,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,,0.0,,2008.0,,,109900
60.0,RL,134,19378.0,Pave,NA,IR1,HLS,AllPub,,Gtl,,Norm,Norm,1Fam,,7.0,5.0,2005.0,,,CompShg,VinylSd,VinylSd,BrkFace,456,Gd,TA,,Gd,,,,,Unf,0.0,1335.0,1392.0,GasA,Ex,,SBrkr,1392.0,,0.0,2462.0,,,2.0,1.0,,1.0,Gd,9.0,,1.0,Gd,,2006,,2.0,,TA,TA,,239.0,132.0,0.0,168.0,,0.0,NA,NA,NA,0.0,,2006.0,,Partial,320000
160.0,,21,1680.0,Pave,NA,,,AllPub,,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6.0,5.0,1971.0,1971.0,Gable,,,ImStucc,BrkFace,381,,TA,CBlock,TA,TA,No,Unf,,,0.0,525.0,525.0,GasA,,,SBrkr,525.0,567.0,0.0,1092.0,0.0,0.0,,1.0,3.0,1.0,TA,6.0,,0.0,NA,Detchd,1971,,1.0,264.0,TA,TA,Y,0.0,0.0,,0.0,0.0,0.0,NA,NA,,0.0,,2010.0,WD,Family,88000
20.0,RL,54,13811.0,Pave,NA,IR1,Lvl,AllPub,Inside,,Timber,Norm,,1Fam,1Story,6.0,6.0,1987.0,1987.0,Gable,CompShg,HdBoard,,BrkFace,72,TA,TA,CBlock,Gd,Gd,No,GLQ,,LwQ,40.0,92.0,1112.0,GasA,Gd,Y,SBrkr,1137.0,0.0,0.0,1137.0,1.0,0.0,2.0,,,,Gd,,Typ,1.0,,,,Unf,2.0,551.0,TA,TA,,125.0,,0.0,0.0,0.0,0.0,NA,NA,NA,,7.0,,WD,Normal,176000
,RL,93,12030.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,,1Story,8.0,5.0,2007.0,2007.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,254,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1694.0,1694.0,,,,SBrkr,1694.0,0.0,0.0,1694.0,0.0,,2.0,,3.0,,Gd,7.0,Typ,0.0,NA,Attchd,2007,,,818.0,TA,TA,Y,168.0,228.0,0.0,0.0,,0.0,NA,NA,NA,,,2007.0,New,Partial,318000
60.0,,149,12589.0,Pave,,IR2,Lvl,,Inside,,Gilbert,Norm,Norm,1Fam,,6.0,5.0,2005.0,,Gable,,VinylSd,VinylSd,None,,Gd,TA,PConc,,TA,No,Unf,0.0,Unf,0.0,,742.0,GasA,Ex,Y,SBrkr,742.0,742.0,0.0,1484.0,,0.0,,1.0,3.0,1.0,,8.0,Typ,,,Attchd,2005,Fin,2.0,390.0,TA,,,36.0,24.0,,,,0.0,NA,,,,,2009.0,WD,Normal,174000
20.0,RL,,7200.0,Pave,,Reg,,AllPub,Inside,,,,Norm,1Fam,1Story,5.0,5.0,1972.0,,Hip,,MetalSd,,None,0,TA,TA,CBlock,,TA,Av,Rec,,,0.0,117.0,894.0,GasA,TA,Y,SBrkr,894.0,0.0,0.0,894.0,0.0,0.0,1.0,0.0,2.0,1.0,,6.0,Typ,0.0,,,1985,RFn,2.0,600.0,TA,TA,Y,215.0,0.0,,0.0,0.0,0.0,NA,NA,,0.0,,2009.0,WD,Normal,123000
85.0,RL,60,7200.0,Pave,,Reg,Lvl,AllPub,,Gtl,CollgCr,Norm,Norm,,SFoyer,5.0,8.0,1972.0,2003.0,Gable,CompShg,WdShing,HdBoard,None,0,TA,Gd,CBlock,Gd,TA,Av,GLQ,660.0,,0.0,108.0,768.0,GasA,,Y,SBrkr,768.0,,0.0,,0.0,1.0,1.0,0.0,2.0,1.0,TA,,,0.0,,Detchd,,Fin,1.0,396.0,TA,TA,Y,192.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,NA,0.0,,2009.0,WD,Normal,133900
60.0,RL,,11700.0,Pave,NA,Reg,,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6.0,6.0,1968.0,1968.0,Gable,CompShg,,MetalSd,None,,,TA,CBlock,TA,TA,,Rec,298.0,Unf,0.0,429.0,,,Ex,Y,SBrkr,829.0,727.0,0.0,1556.0,0.0,0.0,1.0,1.0,,1.0,TA,8.0,Typ,,,Attchd,,Unf,,,TA,TA,,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,0.0,5.0,2009.0,WD,,154000
,RL,NA,,Pave,NA,,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,,5.0,1958.0,1958.0,Gable,,,MetalSd,None,,Gd,,CBlock,,,No,ALQ,57.0,BLQ,441.0,554.0,1052.0,GasA,Ex,Y,SBrkr,,668.0,0.0,1920.0,1.0,,2.0,0.0,,1.0,Gd,8.0,,,Gd,Attchd,1958,Unf,2.0,451.0,TA,TA,,,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,,,2006.0,WD,Normal,172500
60.0,RL,,8366.0,,NA,IR1,Lvl,AllPub,,Gtl,SawyerW,Norm,,1Fam,2Story,6.0,5.0,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,,TA,No,Unf,0.0,,,798.0,798.0,GasA,Ex,Y,SBrkr,,842.0,,1640.0,0.0,0.0,2.0,1.0,3.0,,Gd,,,,NA,Attchd,2004,RFn,,520.0,TA,TA,Y,138.0,45.0,0.0,0.0,0.0,0.0,NA,NA,,0.0,12.0,2008.0,WD,Normal,173000
,,NA,12394.0,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,,None,0,,,,Gd,TA,Gd,Unf,0.0,,0.0,847.0,847.0,,Ex,,SBrkr,847.0,886.0,,1733.0,0.0,,2.0,1.0,3.0,1.0,Gd,7.0,Typ,,Gd,BuiltIn,2003,Fin,2.0,433.0,,TA,Y,,,,,0.0,0.0,NA,NA,NA,0.0,10.0,2007.0,WD,Family,225000
20.0,,,9000.0,Pave,NA,,,AllPub,Inside,Gtl,,Norm,,1Fam,,2.0,3.0,,1950.0,,CompShg,AsbShng,AsbShng,None,0,,TA,CBlock,TA,TA,Av,BLQ,50.0,,,,480.0,,TA,,,480.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,TA,4.0,,,,,1958,Unf,,308.0,,TA,Y,0.0,0.0,0.0,0.0,,0.0,NA,,,0.0,10.0,2006.0,,Abnorml,35311
60.0,RL,80,,Pave,,Reg,Lvl,AllPub,,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7.0,6.0,1979.0,,Hip,CompShg,HdBoard,HdBoard,BrkFace,96,TA,TA,CBlock,,TA,No,,315.0,Rec,110.0,,539.0,,TA,,SBrkr,1040.0,,0.0,,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,,TA,Attchd,1979,RFn,,550.0,TA,,Y,0.0,88.0,216.0,0.0,0.0,0.0,NA,NA,NA,,11.0,,,Normal,197000
,,50,8635.0,Pave,NA,,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1948.0,2001.0,Gable,,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,,,No,BLQ,,GLQ,41.0,295.0,672.0,GasA,TA,Y,SBrkr,1072.0,213.0,,1285.0,1.0,0.0,1.0,0.0,,1.0,TA,,,,NA,Detchd,1948,Unf,,,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,NA,0.0,1.0,2008.0,WD,Normal,127000
20.0,RL,78,10140.0,Pave,,Reg,Lvl,AllPub,Inside,,NWAmes,RRAn,Norm,1Fam,1Story,,5.0,1998.0,,Hip,CompShg,VinylSd,VinylSd,,,Gd,TA,PConc,Ex,TA,No,,144.0,,1127.0,379.0,,GasA,Ex,Y,,1680.0,0.0,0.0,1680.0,,,2.0,0.0,,,Gd,7.0,,,TA,Attchd,,Fin,,583.0,TA,TA,Y,78.0,73.0,0.0,,0.0,,NA,NA,NA,,6.0,2009.0,WD,Normal,213250
160.0,FV,35,4251.0,Pave,Pave,IR1,Lvl,AllPub,Inside,,Somerst,,Norm,TwnhsE,2Story,7.0,5.0,2006.0,2007.0,Gable,,,MetalSd,None,0,Gd,TA,PConc,Gd,TA,,Unf,0.0,Unf,0.0,625.0,,GasA,Ex,,SBrkr,625.0,625.0,0.0,1250.0,0.0,0.0,2.0,,,1.0,Gd,5.0,Typ,0.0,NA,,2006,RFn,,528.0,TA,TA,Y,0.0,54.0,0.0,0.0,0.0,,NA,NA,NA,0.0,,,New,Partial,164700
50.0,,60,,,NA,Reg,Lvl,AllPub,Inside,,,Norm,,,1.5Fin,4.0,4.0,1920.0,,,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,,Unf,0.0,Unf,,,698.0,GasA,TA,Y,FuseA,698.0,430.0,0.0,,0.0,0.0,1.0,,2.0,1.0,,6.0,Typ,0.0,,Detchd,1980,RFn,2.0,528.0,TA,TA,Y,,0.0,164.0,0.0,,,,NA,NA,0.0,,2010.0,,Abnorml,68400
30.0,,50,9340.0,Pave,,Reg,,,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,,1941.0,,Hip,,,MetalSd,None,0,TA,TA,CBlock,,TA,,Rec,344.0,Unf,0.0,328.0,672.0,,TA,Y,,672.0,0.0,0.0,672.0,1.0,0.0,1.0,0.0,2.0,1.0,,,Typ,0.0,,Attchd,1941,Unf,1.0,,TA,TA,,0.0,113.0,,0.0,0.0,,,NA,NA,0.0,8.0,2009.0,WD,Normal,113000
,,,13758.0,Pave,NA,IR1,Lvl,AllPub,CulDSac,,Timber,Norm,Norm,1Fam,1.5Fin,7.0,5.0,,1991.0,,CompShg,HdBoard,HdBoard,BrkFace,117,,,CBlock,Gd,,Mn,LwQ,902.0,Unf,0.0,254.0,1156.0,GasA,Ex,Y,SBrkr,1187.0,530.0,0.0,,0.0,0.0,,1.0,,1.0,,7.0,,1.0,TA,,1990,RFn,2.0,400.0,TA,TA,,168.0,36.0,0.0,0.0,0.0,,NA,NA,NA,,4.0,2007.0,,Normal,187500
,,NA,,,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,,,8.0,5.0,2002.0,2002.0,,CompShg,VinylSd,VinylSd,,149,,TA,PConc,Gd,TA,No,Unf,0.0,,0.0,1284.0,1284.0,,Ex,Y,SBrkr,,885.0,0.0,2169.0,0.0,0.0,2.0,1.0,,1.0,Gd,,,1.0,Gd,Attchd,,RFn,2.0,647.0,TA,TA,Y,192.0,,,0.0,0.0,0.0,,NA,NA,,8.0,2007.0,,Normal,228500
50.0,RL,52,6292.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,,1.5Fin,,7.0,1928.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,,TA,TA,BrkTil,,TA,,,0.0,Unf,0.0,,861.0,GasA,Gd,Y,SBrkr,877.0,600.0,,,0.0,1.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,,Detchd,,Unf,,216.0,TA,TA,Y,0.0,,,,,0.0,NA,NA,NA,0.0,8.0,2009.0,WD,Normal,145000
20.0,RL,78,,Pave,NA,Reg,Lvl,AllPub,,Gtl,,Norm,Norm,1Fam,1Story,6.0,,,2006.0,Hip,CompShg,Plywood,,None,0,TA,TA,CBlock,TA,TA,No,ALQ,982.0,Unf,,179.0,1161.0,GasA,TA,,SBrkr,,,0.0,1381.0,1.0,0.0,1.0,1.0,3.0,1.0,,5.0,,1.0,,Attchd,,RFn,,676.0,TA,TA,Y,,0.0,0.0,0.0,0.0,0.0,NA,NA,,0.0,3.0,2010.0,,Normal,197500
,RL,34,,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7.0,,2007.0,2008.0,Gable,,VinylSd,VinylSd,Stone,166,Gd,TA,,Gd,TA,,GLQ,904.0,Unf,0.0,410.0,1314.0,,Ex,,SBrkr,1314.0,0.0,0.0,1314.0,1.0,0.0,,0.0,2.0,,Gd,6.0,Typ,1.0,,,2008,,2.0,,TA,TA,Y,172.0,,,,0.0,0.0,NA,NA,NA,0.0,4.0,2009.0,ConLw,Normal,207500
60.0,RL,NA,8068.0,,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,2002.0,2002.0,Gable,,VinylSd,,None,,Gd,TA,PConc,Gd,TA,No,Unf,0.0,,0.0,1010.0,,GasA,,Y,SBrkr,,1257.0,0.0,2267.0,,0.0,2.0,1.0,4.0,,,8.0,,1.0,TA,,2002,,,390.0,TA,TA,Y,120.0,,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,12.0,,ConLI,,200000
60.0,RL,,,,NA,IR1,,,Inside,Gtl,,PosN,PosN,1Fam,2Story,10.0,5.0,,,Hip,CompShg,CemntBd,CmentBd,Stone,762,Ex,TA,PConc,Ex,TA,,GLQ,2260.0,Unf,,878.0,3138.0,GasA,,Y,SBrkr,3138.0,1538.0,0.0,4676.0,1.0,0.0,3.0,1.0,,1.0,Ex,,Typ,1.0,Gd,BuiltIn,,,,884.0,TA,TA,Y,208.0,406.0,0.0,0.0,0.0,0.0,NA,NA,,0.0,10.0,2007.0,New,Partial,184750
60.0,RL,NA,13031.0,Pave,,IR2,,AllPub,Corner,,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,,,,CompShg,HdBoard,HdBoard,None,0,,TA,PConc,Gd,,No,ALQ,,Unf,0.0,99.0,691.0,GasA,Gd,Y,SBrkr,691.0,807.0,0.0,1498.0,0.0,0.0,2.0,1.0,,1.0,TA,6.0,Typ,1.0,,Attchd,1995,Fin,2.0,,,TA,,315.0,44.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2006.0,WD,Normal,187500
,,21,,,NA,,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6.0,5.0,1972.0,1972.0,,CompShg,HdBoard,HdBoard,BrkFace,297,TA,,CBlock,TA,,,Unf,0.0,,,483.0,,GasA,TA,Y,SBrkr,,504.0,0.0,987.0,0.0,0.0,,1.0,2.0,1.0,TA,5.0,Typ,1.0,Po,Attchd,1972,Unf,1.0,288.0,TA,TA,,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,,2006.0,WD,Normal,94500
30.0,RM,60,6180.0,Pave,NA,Reg,Lvl,AllPub,Corner,,BrkSide,Norm,Norm,1Fam,,6.0,5.0,1926.0,1950.0,Gable,CompShg,,Wd Sdng,None,0,TA,TA,,TA,TA,No,Unf,,Unf,,960.0,960.0,GasA,TA,,SBrkr,986.0,,0.0,,0.0,0.0,1.0,0.0,,1.0,,5.0,Typ,1.0,Gd,Detchd,1926,Unf,,180.0,,TA,Y,0.0,,0.0,,0.0,0.0,,,NA,0.0,,2007.0,WD,,102000
70.0,,34,4571.0,Pave,Grvl,,Lvl,AllPub,Inside,Gtl,,,Norm,1Fam,2Story,5.0,5.0,1916.0,1950.0,Gable,,AsbShng,AsbShng,None,0,,TA,,TA,,No,Unf,,Unf,0.0,,,,Fa,N,SBrkr,,720.0,0.0,1344.0,0.0,,1.0,0.0,4.0,,TA,7.0,Typ,,NA,,,Unf,3.0,513.0,Fa,Fa,Y,0.0,0.0,96.0,,0.0,0.0,NA,,NA,0.0,5.0,2008.0,,,98000
30.0,,51,,Pave,NA,,Lvl,AllPub,Inside,Gtl,BrkSide,,,,,5.0,,,1950.0,Gable,CompShg,MetalSd,,None,0,TA,TA,BrkTil,TA,TA,No,,489.0,,0.0,279.0,768.0,GasA,TA,N,SBrkr,1015.0,0.0,,,0.0,,1.0,,3.0,,TA,6.0,Min1,,NA,,1925,Unf,,,TA,TA,Y,,,112.0,0.0,120.0,,NA,MnPrv,Shed,620.0,7.0,2006.0,,Abnorml,88000
190.0,RL,75,10382.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,,,6.0,,1958.0,1958.0,Hip,CompShg,,HdBoard,BrkFace,105,,Fa,CBlock,TA,TA,Gd,,513.0,Unf,0.0,75.0,588.0,GasA,TA,Y,SBrkr,1095.0,,,,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,,0.0,NA,Attchd,,RFn,1.0,264.0,,TA,Y,,0.0,0.0,,0.0,0.0,NA,NA,,0.0,3.0,2006.0,ConLD,Normal,140000
20.0,RL,NA,,,NA,IR1,,AllPub,Inside,,NAmes,Norm,Norm,1Fam,,,5.0,1960.0,1960.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30,TA,TA,CBlock,,TA,No,BLQ,1270.0,,0.0,,1478.0,GasA,Ex,Y,,1478.0,0.0,0.0,,1.0,0.0,2.0,0.0,3.0,1.0,,6.0,Typ,2.0,Gd,Attchd,1960,,,498.0,,TA,Y,0.0,40.0,,0.0,,0.0,NA,NA,NA,0.0,12.0,2009.0,WD,Normal,157500
